DIST_NAME,AC_NAME,AC_TYPE,Name,Gender,Caste,Age,Party,Votes,POSITION,Polled,Electors,MLA.12,Party.12,,Match,cand,const,party,Criminal Case ,Education ,Total Assets,ser,ABBAS AHAMADMariyahu,Abbas AhmadMARIYAHU
Meerut,Meerut  ,GEN,PANKAJ JAULI,M,GEN,42,BSP,12636,3,195526,302214,DR. LAXMIKANT BAJPAI,BJP,PANKAJ JAULIMeerut  ,Pankaj JauliMEERUT,Pankaj Jauli,MEERUT,BSP,0,10th Pass,36763229,NA,RAM SWAROOP GAUTAMKaimganj ,Ram Swroop GautamKAIMGANJ 
Unnao,Unnao,SC,PANKAJ GUPTA,M,SC,47,BJP,119669,1,231521,382547,DEEPAK KUMAR,SP,PANKAJ GUPTAUnnao,Pankaj GuptaUNNAO,Pankaj Gupta,UNNAO,BJP,1,Graduate,48370123,1,,
Allahabad,Koraon ,SC,PANCHAM LAL,M,SC,48,CPI(ML)(L),907,14,196233,329333,RAJBALI JAISAL,BSP,PANCHAM LALKoraon ,Pancham LalKORAON ,Pancham Lal,KORAON ,CPI(ML)(L),1,Graduate,6000,1,,
Balrampur,Balrampur ,SC,PALTURAM,M,SC,45,BJP,89401,1,193466,410725,JAGRAM PASWAN,SP,PALTURAMBalrampur ,PalturamBALRAMPUR ,Palturam,BALRAMPUR ,BJP,1,Post Graduate,23658309,1,,
Mau,Madhuban,GEN,PAHLAWAN,M,GEN,56,JANADIP,987,9,214283,377976,UMESH PANDEY,BSP,PAHLAWANMadhuban,PahalwanMADHUBAN,Pahalwan,MADHUBAN,Jan Adhikar Party,0,10th Pass,15260866,NA,RAJBETIEtmadpur,Raj BetiETMADPUR
Agra,Agra South,GEN,PADMA AGRAWAL,F,GEN,32,BRKD,154,22,217256,348912,YOGENDRA UPADHYAYA,BJP,PADMA AGRAWALAgra South,Padma AgrawalAGRA SOUTH,Padma Agrawal,AGRA SOUTH,Brij Kranti Dal,0,Literate,1872839,NA,,
Hardoi,Sawaijpur,GEN,PADAMRAG SINGH YADAV,M,GEN,38,SP,65631,2,231885,384720,RAJANI TIWARI,BSP,PADAMRAG SINGH YADAVSawaijpur,Padamrag Singh YadavSAWAYAZPUR,Padamrag Singh Yadav,SAWAYAZPUR,SP,0,Post Graduate,18927580,NA,VISHVA DAYAL CHHOTANRampur Maniharan ,Vishva DayalRAMPUR MANIHARAN
Kheri,LAKHIMPUR,GEN,OOSHA VERMA,F,GEN,25,MAHISAP,1160,7,255740,393426,UTKARSH VERMA MADHUR,SP,OOSHA VERMALAKHIMPUR,Oosha VermaLAKHIMPUR,Oosha Verma,LAKHIMPUR,Mahila Sashaktikaran Party,0,12th Pass,27285,NA,,
Bijnor,Nagina ,SC,OMWATI DEVI,F,SC,67,BJP,69178,2,209949,328589,MANOJ KUMAR PARAS,SP,OMWATI DEVINagina ,Omwati DeviNAGINA ,Omwati Devi,NAGINA ,BJP,0,8th Pass,33270845,NA,,
Jhansi,Babina,GEN,OMVEER SINGH KUSHWAH,M,GEN,46,RLD,1052,6,230294,323440,KRISHNA PAL SINGH RAJPOOT,BSP,OMVEER SINGH KUSHWAHBabina,Omveer SinghBABINA,Omveer Singh,BABINA,RLD,0,Graduate,1675000,NA,ATUL GARGAgra North,AtulAGRA NORTH
Lalitpur,Lalitpur,GEN,OMPRAKASH,M,SC,42,BMUP,1186,9,317856,453315,RAMESH PRASAD KUSHWAHA,BSP,OMPRAKASHLalitpur,OmprakashLALITPUR,Omprakash,LALITPUR,Bahujan Mukti Party,0,8th Pass,236500,NA,,
Agra,Agra Cantt. ,SC,OMPRAKASH,M,SC,54,BaSaPa,222,13,252850,427525,GUTIYARI LAL DUWESH,BSP,OMPRAKASHAgra Cantt. ,OmprakashAGRA CANTT. ,Omprakash,AGRA CANTT. ,Bhartiya Sarvodaya Party,0,Literate,2177000,NA,,
Barabanki,Kursi,GEN,OMPRAKASH DAS,M,GEN,54,BKrD,817,11,262790,374654,FAREED MAHFOOJ KIDWAI,SP,OMPRAKASH DASKursi,Omprakash DasKURSI,Omprakash Das,KURSI,Bhartiya Krishak Dal,0,5th Pass,403300,NA,,
Shamli,Shamli,GEN,OMPAL,M,SC,56,BJD(T),233,12,196355,299856,PANKAJ KUMAR MALIK,INC,OMPALShamli,OmpalSHAMLI,Ompal,SHAMLI,Bharat Janta Dal (Tughlaq),0,Illiterate,160500,NA,,
Budaun,Sahaswan,GEN,OMKAR SINGH,M,GEN,66,SP,77543,1,240875,398634,OMKAR SINGH,SP,OMKAR SINGHSahaswan,Omkar SinghSAHASWAN,Omkar Singh,SAHASWAN,SP,0,Graduate Professional,45812319,NA,,
Shahjahanpur,Dadraul,GEN,OMKAR SINGH VERMA,M,GEN,53,LD,687,10,216568,330219,RAMMURTI SINGH VERMA,SP,OMKAR SINGH VERMADadraul,Omkar Singh VermaDADRAUL,Omkar Singh Verma,DADRAUL,Lok Dal,0,10th Pass,2197000,NA,,
Hardoi,Sandi ,SC,OMENDRA KUMAR VERMA,M,SC,44,INC,51819,2,185716,317368,RAJESHWARI,SP,OMENDRA KUMAR VERMASandi ,Omendra Kumar VermaSANDI ,Omendra Kumar Verma,SANDI ,INC,0,Graduate Professional,3774044,NA,,
Agra,Agra Rural ,SC,OMA SHANKAR ALIAS SUNIL DIWAKAR,M,SC,25,JAM,1378,6,250042,392467,KALI CHARAN SUMAN,BSP,OMA SHANKAR ALIAS SUNIL DIWAKARAgra Rural ,Oma ShankarAGRA RURAL ,Oma Shankar,AGRA RURAL ,Jan Adhikar Manch,0,Graduate,83100,NA,ABHISHEK PATELBilgram-Mallanwan,Abhishek PatelBILGRAM MALLANWAN
Ghazipur,Zamania,GEN,OM PRAKASH,M,GEN,57,SP,49557,3,217280,395078,OMPRAKASH,SP,OM PRAKASHZamania,Om PrakashZAMANIA,Om Prakash,ZAMANIA,SP,4,Post Graduate,30312320,1,,
Ambedkar Nagar,Tanda,GEN,OM PRAKASH,M,SC,48,BMUP,863,8,205727,305077,AZIMULHAQUE PAHLWAN,SP,OM PRAKASHTanda,Om PrakashTANDA,Om Prakash,TANDA,Bahujan Mukti Party,0,Not Given,570000,NA,,
Kheri,LAKHIMPUR,GEN,OM PRAKASH,M,GEN,47,BSRD,861,9,255740,393426,UTKARSH VERMA MADHUR,SP,OM PRAKASHLAKHIMPUR,Om PrakashLAKHIMPUR,Om Prakash,LAKHIMPUR,Bharatiya Subhash Sena,0,8th Pass,6453000,NA,,
Hamirpur,Hamirpur,GEN,OM PRAKASH,M,GEN,53,BMUP,912,9,252643,397024,SADHVI NIRANJAN JYOTI,BJP,OM PRAKASHHamirpur,Om PrakashHAMIRPUR,Om Prakash,HAMIRPUR,Bahujan Mukti Party,0,Literate,1393000,NA,,
Kanpur Dehat,Bhognipur,GEN,OM PRAKASH,M,SC,44,BMUP,662,13,212732,333056,YOGENDRA PAL SINGH,SP,OM PRAKASHBhognipur,Om PrakashBHOGNIPUR,Om Prakash,BHOGNIPUR,Bahujan Mukti Party,0,12th Pass,144600,NA,,
Jaunpur,Shahganj,GEN,OM PRAKASH(O.P. SINGH),M,GEN,39,BSP,51176,3,214273,351509,SHAILENDRA YADAV 'LALAEE',SP,OM PRAKASH(O.P. SINGH)Shahganj,Om Prakash(O.P. Singh)SHAHGANJ,Om Prakash(O.P. Singh),SHAHGANJ,BSP,3,Post Graduate,102086060,1,,
Ghazipur,Zahoorabad,GEN,OM PRAKASH RAJBHAR,M,GEN,50,SBSP,86583,1,230582,374525,SYEDA SHADAB FATIMA,SP,OM PRAKASH RAJBHARZahoorabad,Om Prakash RajbharZAHOORABAD,Om Prakash Rajbhar,ZAHOORABAD,Suheldev Bhartiya Samaj Party,1,Graduate,16845133,1,,
Sultanpur,Isauli,GEN,OM PRAKASH PANDEY &QUOT;BAJRANGEE&QUOT;,M,GEN,48,BJP,47342,2,192136,339883,ABRAR AHMAD,SP,OM PRAKASH PANDEY &QUOT;BAJRANGEE&QUOT;Isauli,Om Prakash PandeyISAULI,Om Prakash Pandey,ISAULI,BJP,0,12th Pass,13715592,NA,MEERA BANOSRI NAGAR,Meera BanoSRI NAGAR 
Fatehpur,Khaga,SC,OM PRAKASH GIHAR,M,SC,45,INC,38520,2,184607,323594,KRISHNA PASWAN,BJP,OM PRAKASH GIHARKhaga,Om Prakash GiharKHAGA ,Om Prakash Gihar,KHAGA ,INC,1,Post Graduate,4402000,1,PARMOD KUMARMahasi,Pramod KumarMAU
Aligarh,Khair ,SC,OM PAL SINGH,M,SC,31,RLD,41888,3,232983,375522,BHAGWATI PRASAD,RLD,OM PAL SINGHKhair ,Om Pal SinghKHAIR ,Om Pal Singh,KHAIR ,RLD,0,Graduate,3008564,NA,,
Bijnor,Nehtaur,SC,OMKUMAR,M,SC,50,BJP,76644,1,188238,286410,OM KUMAR,BSP,OMKUMARNehtaur,Om KumarNEHTAUR ,Om Kumar,NEHTAUR ,BJP,0,12th Pass,435176360,NA,SANJEEV KUMAR DIWAKARJalesar ,Sanjeev KumarJALESAR 
Kushinagar,Tamkuhi Raj,GEN,NURUL HODA,M,GEN,39,RAJAP,604,14,215295,378534,AJAY KUMAR 'LALLOO',INC,NURUL HODATamkuhi Raj,Nurul HadaTAMKUHI RAJ,Nurul Hada,TAMKUHI RAJ,Rashtriya Janadhar Party,0,Graduate,356000,NA,,
Deoria,Deoria,GEN,NARENDRA MANI TRIPATHI,M,GEN,74,LD,610,12,183308,324208,JANMEJAI SINGH,BJP,NARENDRA MANI TRIPATHIDeoria,Nrendra Mani TripathiDEORIA,Nrendra Mani Tripathi,DEORIA,Lok Dal,0,Graduate Professional,16726986,NA,HEMLATA DIWAKARAgra Rural ,Hemlata DivakarAGRA RURAL 
Baghpat,Baghpat,GEN,NORAJ SINGH,M,GEN,45,BHATARSP,227,11,198678,301360,HEMLATA CHAUDHARY,BSP,NORAJ SINGHBaghpat,Noraj SinghBAGHPAT,Noraj Singh,BAGHPAT,Bhartiya Tarak Samaj Party,0,10th Pass,3367232,NA,,
Muzaffarnagar,Charthawal,GEN,NOOR SALEEM RANA,M,GEN,46,BSP,47704,3,206982,314338,NOOR SALEEM RANA,BSP,NOOR SALEEM RANACharthawal,Noor Saleem RanaCHARTHAWAL,Noor Saleem Rana,CHARTHAWAL,BSP,2,12th Pass,144146055,1,,
Farrukhabad,Bhojpur,GEN,NITIN SINGH JAIMINI RAJPUT,M,GEN,39,BSP,25838,3,187726,307153,JAMALUDDIN SIDDIQUI,SP,NITIN SINGH JAIMINI RAJPUTBhojpur,Nitin Singh Jaimini RajputBHOJPUR,Nitin Singh Jaimini Rajput,BHOJPUR,BSP,1,Graduate,1383700,1,,
Hardoi,Hardoi,GEN,NITIN AGARWAL,M,GEN,34,SP,97735,1,230390,393551,NITIN AGARWAL,SP,NITIN AGARWALHardoi,Nitin AgarwalHARDOI,Nitin Agarwal,HARDOI,SP,0,Post Graduate,190451000,NA,,
Jalaun,Kalpi,GEN,NITESH KUMAR,M,GEN,33,JAPL,1073,8,229436,377554,UMAKANTI,INC,NITESH KUMARKalpi,Nitesh KumarKALPI,Nitesh Kumar,KALPI,Jan Adhikar Party (Loktantrik),0,Post Graduate,4920053,NA,,
Firozabad,Firozabad,GEN,NITENDAR GUPTA,M,GEN,48,LD,187,15,232287,379172,MANISH ASIZA,BJP,NITENDAR GUPTAFirozabad,Nitendar GuptaFIROZABAD,Nitendar Gupta,FIROZABAD,Lok Dal,0,8th Pass,1131000,NA,,
Varanasi,Shivpur,GEN,NISHANT,M,GEN,25,NCP,964,9,227911,341279,UDAY LAL MAURYA,BSP,NISHANTShivpur,NishantSHIVPUR,Nishant,SHIVPUR,NCP,0,Graduate,260000,NA,,
Aligarh,Atrauli,GEN,NISHA RAJ,F,GEN,31,SARSAMP,355,13,232591,382530,VIRESH YADAV,SP,NISHA RAJAtrauli,Nisha RajATRAULI,Nisha Raj,ATRAULI,Sarv Sambhaav Party,0,8th Pass,11833064,NA,,
Kushinagar,Khadda,GEN,NISAR AHMAD,M,GEN,52,AIMIM,8903,4,195343,311729,VIJAY KUMAR DUBEY,INC,NISAR AHMADKhadda,Nisar AhmadKHADDA,Nisar Ahmad,KHADDA,All India Majlis-E-Ittehadul Muslimeen,0,Graduate Professional,2360000,NA,,
Maharajganj,Maharajganj ,SC,NIRMESH MANGAL,M,SC,51,BSP,56793,2,247240,386617,SUDAMA,SP,NIRMESH MANGALMaharajganj ,Nirmesh MangalMAHARAJGANJ ,Nirmesh Mangal,MAHARAJGANJ ,BSP,2,Post Graduate,3648234,1,,
Mirzapur,Marihan,GEN,NEERMALA,F,SC,33,BRPI,599,15,238491,344921,LALITESHPATI TRIPATHI,INC,NEERMALAMarihan,NirmalaMARIHAN,Nirmala,MARIHAN,Bhartiya Republican Party (Insan),0,10th Pass,155500,NA,RAKESH KUMARVishwanathganj,Rakesh KumarVISHWANATH GANJ
Kanpur Dehat,Rasulabad ,SC,NIRMALA SANKHWAR,F,SC,47,BJP,88390,1,189438,311334,SHIV KUMAR BERIA,SP,NIRMALA SANKHWARRasulabad ,Nirmala SankhwarRASULABAD ,Nirmala Sankhwar,RASULABAD ,BJP,0,Graduate Professional,32077287,NA,,
Azamgarh,Mubarakpur,GEN,NIRMAL YADAV,M,GEN,49,BMUP,516,9,193011,317233,SHAH ALAM URFA GUDDU JAMALI,BSP,NIRMAL YADAVMubarakpur,Nirmal YadavMUBARAKPUR,Nirmal Yadav,MUBARAKPUR,Bahujan Mukti Party,0,Post Graduate,1976908,NA,,
Kanpur Nagar,Govindnagar,GEN,NIRMAL TIWARI,M,GEN,43,BSP,28795,3,185359,349180,SATYADEV PACHAURI,BJP,NIRMAL TIWARIGovindnagar,Nirmal TiwariGOVINDNAGAR,Nirmal Tiwari,GOVINDNAGAR,BSP,0,Post Graduate,82085445,NA,,
Sitapur,Biswan,GEN,NIRMAL VERMA,M,GEN,53,BSP,65040,3,228075,317171,RAMPAL YADAV,SP,NIRMAL VERMABiswan,Nirmal Kumar VermaBISWAN,Nirmal Kumar Verma,BISWAN,BSP,1,Graduate,18874906,NA,GANESH SHANKAR SINGH SAINTHWARChillupar,Ganesh ShankarCHILLUPAR
PILIBHIT,Barkhera,GEN,NIRANJAN SINGH,M,GEN,48,RKMP,1797,6,211893,303706,HEMRAJ VERMA,SP,NIRANJAN SINGHBarkhera,Niranjan SinghBARKHERA,Niranjan Singh,BARKHERA,Rashtriya Kisan Majdoor Party,0,12th Pass,7828727,NA,,
Mathura,Baldev ,SC,NIRANJAN SINGH DHANGAR,M,SC,50,RLD,75203,2,231887,347607,POORAN PRAKASH,RLD,NIRANJAN SINGH DHANGARBaldev ,Niranjan Singh DhangarBALDEV ,Niranjan Singh Dhangar,BALDEV ,RLD,1,Graduate,17326885,1,,
Ballia,Bansdih,GEN,NIRAJ SINGH GUDU,M,GEN,42,LD,10315,5,209969,385426,RAM GOVIND,SP,NIRAJ SINGH GUDUBansdih,Niraj SinghBANSDIH,Niraj Singh,BANSDIH,Lok Dal,2,Post Graduate,16268965,1,CHANDRA PRAKASH LODHIFatehpur   ,Chandra PrakashFATEHPUR
Kanpur Nagar,Kalyanpur,GEN,NILIMA KATIYAR,F,GEN,44,BJP,86620,1,177929,334240,SATISH KUMAR NIGAM 'ADVOCATE',SP,NILIMA KATIYARKalyanpur,Nilima KatiyarKALYANPUR,Nilima Katiyar,KALYANPUR,BJP,1,Post Graduate,25345903,NA,,
Bijnor,Barhapur,GEN,NIHAL SINGH,M,GEN,70,BaHaP,1586,7,222158,338100,MOHD.GHAZI,BSP,NIHAL SINGHBarhapur,Nihal SinghBARHAPUR,Nihal Singh,BARHAPUR,Bhartiya Harit Party,0,Graduate,4495000,NA,,
Allahabad,Handia,GEN,NIDHI YADAV,F,GEN,33,SP,55403,3,202169,369580,MAHESHNARAYAN SINGH,SP,NIDHI YADAVHandia,Nidhi YadavHANDIA,Nidhi Yadav,HANDIA,SP,0,Post Graduate,16210012,NA,,
Kheri,PALIA,GEN,NETRAPAL,M,GEN,30,BSRD,695,15,231833,340784,HARVINDAR KUMAR SAHANI ALIAS ROMI SAHANI,BSP,NETRAPALPALIA,NetrapalPALIA,Netrapal,PALIA,Bharatiya Subhash Sena,0,10th Pass,5912000,NA,,
Mainpuri,Kishani (SC),SC,NETRAPAL,M,SC,44,BSRD,800,7,179562,298559,ENG. BRAJESH KATHERIYA,SP,NETRAPALKishani (SC),NetrapalKISHNI ,Netrapal,KISHNI ,Bharatiya Subhash Sena,0,12th Pass,1263000,NA,PRABHU RAMMuhammadabad- Gohna (SC),ParbhuMUHAMMADABAD-GOHNA 
Hathras,Hathras ,SC,NETRAPAL SINGH,M,SC,43,SaJPCs,310,13,238597,384610,GENDA LAL CHAUDHARY,BSP,NETRAPAL SINGHHathras ,Netrapal SinghHATHRAS ,Netrapal Singh,HATHRAS ,Samajwadi Janata Party (ChandraShekhar),0,Others,9680000,NA,,
Bijnor,Nehtaur,SC,NAIPAL,M,SC,40,GKP,561,7,188238,286410,OM KUMAR,BSP,NAIPALNehtaur,NepalNEHTAUR ,Nepal,NEHTAUR ,Gareeb Kranti Party,0,Post Graduate,370500,NA,SANT KIRPALMaharajganj ,Sant KripalMAHARAJGANJ 
Bulandsahar,Anupshahr,GEN,NEPAL SINGH,M,GEN,67,RTKP,200,12,229799,361387,GAJENDRA SINGH,BSP,NEPAL SINGHAnupshahr,Nepal SinghANUPSHAHR,Nepal Singh,ANUPSHAHR,"Rashtriya	Kranti Party",0,Literate,1102700,NA,,
Bulandsahar,Syana,GEN,NEMPAL SINGH,M,GEN,50,SDU,558,13,232542,371730,DILNAWAZ KHAN,INC,NEMPAL SINGHSyana,Nempal SinghSYANA,Nempal Singh,SYANA,Sabka Dal United,0,10th Pass,1409000,NA,,
Hathras,Hathras ,SC,NEKSE LAL,M,SC,56,MD,5349,4,238597,384610,GENDA LAL CHAUDHARY,BSP,NEKSE LALHathras ,Nekse LalHATHRAS ,Nekse Lal,HATHRAS ,Mahan Dal,0,Literate,7558500,NA,,
Kannauj,Kannauj ,SC,NEETU SINGH,F,SC,27,BMUP,304,11,248073,385545,ANIL KUMAR DOHRE,SP,NEETU SINGHKannauj ,Neetu SinghKANNAUJ ,Neetu Singh,KANNAUJ ,Bahujan Mukti Party,0,Literate,538000,NA,,
Hathras,Sadabad,GEN,NEETU SHARMA,F,GEN,35,SamAP,136,14,226718,345400,DEVENDRA AGRAWAL,SP,NEETU SHARMASadabad,Neetu SharmaSADABAD,Neetu Sharma,SADABAD,Saman Adhikar Party,0,8th Pass,218000,NA,,
Kanpur Dehat,Bhognipur,GEN,NEETAM SACHAN,M,GEN,40,INC,2833,6,212732,333056,YOGENDRA PAL SINGH,SP,NEETAM SACHANBhognipur,Neetam SachanBHOGNIPUR,Neetam Sachan,BHOGNIPUR,INC,1,Post Graduate,4168896,1,,
Unnao,Unnao,SC,NEERAJ,M,SC,32,RVLP,761,7,231521,382547,DEEPAK KUMAR,SP,NEERAJUnnao,NeerajUNNAO,Neeraj,UNNAO,RASHTRIYA VIKLANG PARTY,0,8th Pass,709200,NA,,
Deoria,Pathardeva,GEN,NEERAJ,M,GEN,39,BSP,22790,3,191649,317739,SHAKIR ALI,SP,NEERAJPathardeva,NeerajPATHARDEVA,Neeraj,PATHARDEVA,BSP,0,10th Pass,31250000,NA,,
Kanpur Dehat,Akbarpur - Raniya,GEN,NEERAJ SINGH,M,GEN,36,SP,58701,2,203275,308135,RAMSWAROOP SINGH,SP,NEERAJ SINGHAkbarpur - Raniya,Neeraj SinghAKBARPUR-RANIYA,Neeraj Singh,AKBARPUR-RANIYA,SP,0,Graduate,14159613,NA,AMIT SINGH AKA ANNALucknow Central,Amit Singh Urf AnnaLUCKNOW CENTRAL
Aligarh,Barauli,GEN,SHRI NEERAJ SHARMA,M,GEN,33,RLD,1829,4,235114,356744,DALVEER SINGH,RLD,SHRI NEERAJ SHARMABarauli,Neeraj SharmaBARAULI,Neeraj Sharma,BARAULI,RLD,0,Post Graduate,1086000,NA,COL VINOD KUMAR (RETD)Bhognipur,Col Vinod Sachan (Retd)BHOGNIPUR
Shahjahanpur,Jalalabad,GEN,NEERAJ KUSHWAHA MAURYA,M,GEN,47,BSP,58337,3,169248,194511,NEERAJ KUSHAWAHA,BSP,NEERAJ KUSHWAHA MAURYAJalalabad,Neeraj Kushwaha MauryaJALALABAD,Neeraj Kushwaha Maurya,JALALABAD,BSP,0,Graduate Professional,80275024,NA,,
Sitapur,Laharpur,GEN,NEERAJ KUMAR VERMA,M,GEN,40,LOGAP,1682,5,229555,339731,MO. JASMIR ANSARI,BSP,NEERAJ KUMAR VERMALaharpur,Neeraj Kumar VermaLAHARPUR,Neeraj Kumar Verma,LAHARPUR,Lok Gathbandhan Party,0,12th Pass,2562725,NA,,
Lucknow,LUCKNOW CANTT.,GEN,NEERAJ KUMAR PAL,M,GEN,36,BMUP,173,13,187581,368311,JAGDISH SONKAR,SP,NEERAJ KUMAR PALLUCKNOW CANTT.,Neeraj Kumar PalLUCKNOW CANTT.,Neeraj Kumar Pal,LUCKNOW CANTT.,Bahujan Mukti Party,0,10th Pass,1655000,NA,,
Lucknow,Lucknow North,GEN,NEERAJ KUMAR JAISAWAL,M,GEN,42,NYP,194,11,226896,403296,ABHISHEK MISHRA,SP,NEERAJ KUMAR JAISAWALLucknow North,Neeraj Kumar JaisawalLUCKNOW NORTH,Neeraj Kumar Jaisawal,LUCKNOW NORTH,National Youth Party,0,Post Graduate,584000,NA,,
Lucknow,Lucknow North,GEN,DR.NEERAJ BORA,M,GEN,49,BJP,109315,1,226896,403296,ABHISHEK MISHRA,SP,DR.NEERAJ BORALucknow North,Neeraj BoraLUCKNOW NORTH,Neeraj Bora,LUCKNOW NORTH,BJP,0,Post Graduate,66121378,NA,RAGHUNANDAN SINGH BHADAURIAKanpur Cantt.,Raghunandan Singh BhadoriaKANPUR CANTT.
Hardoi,Balamau ,SC,NEELU SATYARTHI,F,SC,42,BSP,52029,2,187999,347475,ANIL VERMA,SP,NEELU SATYARTHIBalamau ,Neelu SatyarthiBALAMAU ,Neelu Satyarthi,BALAMAU ,BSP,0,Doctorate,21952200,NA,,
Bijnor,Nagina ,SC,NEELAM,F,SC,26,AIMIM,4385,4,209949,328589,MANOJ KUMAR PARAS,SP,NEELAMNagina ,NeelamNAGINA ,Neelam,NAGINA ,All India Majlis-E-Ittehadul Muslimeen,0,Literate,9431000,NA,,
Hardoi,Bilgram-Mallanwan,GEN,NEELAM,F,GEN,34,BAHUMP,185,16,222332,357744,BRIJESH KUMAR,BSP,NEELAMBilgram-Mallanwan,NeelamBILGRAM MALLANWAN,Neelam,BILGRAM MALLANWAN,Bahujan Maha Party,0,Post Graduate,1240642,NA,DR. GIRRAJ SINGH DHARMESHAgra Cantt. ,Girraj Singh DharmeshAGRA CANTT. 
Barabanki,Kursi,GEN,NEELAM SAINI,F,GEN,44,ADRSP,318,16,262790,374654,FAREED MAHFOOJ KIDWAI,SP,NEELAM SAINIKursi,Neelam SainiKURSI,Neelam Saini,KURSI,Adarsh Samaj Party,0,Post Graduate,94000,NA,,
Jaunpur,Mungra Badshahpur,GEN,NEELAM KUMAR,M,GEN,57,SaPP,329,14,204346,354027,SEEMA,BJP,NEELAM KUMARMungra Badshahpur,Neelam KumarMUNGRA BADSHAHPUR,Neelam Kumar,MUNGRA BADSHAHPUR,Samaj Parivartan Party,0,12th Pass,415000,NA,,
Allahabad,Meja,GEN,NEELAM KARWARIYA,F,GEN,47,BJP,67807,1,181244,310775,GIRISH CHANDRA ALIAS GAMA PANDEY,SP,NEELAM KARWARIYAMeja,Neelam KarwariyaMEJA,Neelam Karwariya,MEJA,BJP,0,Post Graduate,190036935,NA,,
Kheri,SRI NAGAR,SC,NEELAM DEVI CHAUDHARY,F,SC,43,RBCP,1300,7,222872,307964,SUNIL KUMAR LALA,SP,NEELAM DEVI CHAUDHARYSRI NAGAR,Neelam Devi ChaudharySRI NAGAR ,Neelam Devi Chaudhary,SRI NAGAR ,Rashtriya Bahujan Congress Party,0,Post Graduate,4977979,NA,,
Ghazipur,Jangipur,GEN,NEELABH SINGH,M,GEN,34,RLD,1375,6,214827,346551,KAILASH,SP,NEELABH SINGHJangipur,Neelabh SinghJANGIPUR,Neelabh Singh,JANGIPUR,RLD,0,Graduate Professional,2186000,NA,,
Sant Kabir Nagar,Dhanghata ,SC,NEEL MANI,M,SC,42,BSP,51938,3,200292,357096,ALAGU PRASAD CHAUHAN,SP,NEEL MANIDhanghata ,Neel ManiDHANGHATA ,Neel Mani,DHANGHATA ,BSP,0,Post Graduate,6916471,NA,,
Agra,Agra South,GEN,NAZIR AHMED,M,GEN,59,INC,39434,3,217256,348912,YOGENDRA UPADHYAYA,BJP,NAZIR AHMEDAgra South,Nazir AhamadAGRA SOUTH,Nazir Ahamad,AGRA SOUTH,INC,0,Graduate,2114710975,NA,AGYASH RAM SARAN VERMABisalpur,Agyash Ramsaran VermaBISALPUR
Muzaffarnagar,Meerapur,GEN,NAWAZISH ALAM KHAN,M,GEN,39,BSP,39689,3,204424,294158,JAMIL AHMAD QASMI,BSP,NAWAZISH ALAM KHANMeerapur,Nawazish Alam KhanMEERAPUR,Nawazish Alam Khan,MEERAPUR,BSP,0,Graduate,8493336,NA,,
Rampur,Suar,GEN,NAWAB KAZIM ALI KHAN,M,GEN,56,BSP,42233,3,206056,295945,NAWAB KAZIM ALI KHAN URF NAVED MIAN,INC,NAWAB KAZIM ALI KHANSuar,Nawab Kazim Ali KhanSUAR,Nawab Kazim Ali Khan,SUAR,BSP,1,Post Graduate,972360731,1,,
Ghaziabad,Sahibabad,GEN,NAVNEET,M,GEN,31,AZAD,696,8,425873,865641,AMARPAL,BSP,NAVNEETSahibabad,NavneetSAHIBABAD,Navneet,SAHIBABAD,Apni Zindgi Apna Dal,0,Post Graduate,332650,NA,,
Rampur,Suar,GEN,NAVIN KUMAR,M,GEN,50,RLD,902,5,206056,295945,NAWAB KAZIM ALI KHAN URF NAVED MIAN,INC,NAVIN KUMARSuar,Navin KumarSUAR,Navin Kumar,SUAR,RLD,0,5th Pass,1595000,NA,,
Saharanpur,Nakur,GEN,NAVEEN CHOUDHARY,M,GEN,38,BSP,65328,3,255628,329580,DR. DHARAM SINGH SAINI,BSP,NAVEEN CHOUDHARYNakur,NaveenNAKUR,Naveen,NAKUR,BSP,1,Graduate Professional,21401685,NA,SADHUSARANBhatpar Rani,Sadhu SaranBHATPAR RANI
Moradabad,Thakurdwara,GEN,NAVAB JAN,M,GEN,58,SP,107865,1,256427,347748,KUNWAR SERVESH KUMAR,BJP,NAVAB JANThakurdwara,Navab JanTHAKURDWARA,Navab Jan,THAKURDWARA,SP,0,8th Pass,19685704,NA,,
Saharanpur,Saharanpur  ,GEN,NAUSHAD,M,GEN,29,JANADIP,146,14,237475,317413,JAGPAL,BSP,NAUSHADSaharanpur  ,NaushadSAHARANPUR,Naushad,SAHARANPUR,Jan Adhikar Party,0,8th Pass,177000,NA,VIJAY PRATAP BHARATISevapuri,Vijay Pratap BhartiSEVAPURI
Amroha,Hasanpur,GEN,NAUSHAD ALI,M,GEN,35,AIMIM,1235,6,254960,342743,KAMAL AKHTAR,SP,NAUSHAD ALIHasanpur,Naushad AliHASANPUR,Naushad Ali,HASANPUR,All India Majlis-E-Ittehadul Muslimeen,0,Graduate Professional,5980000,NA,,
Amroha,Amroha,GEN,NAUSHAD ALI,M,GEN,37,BSP,59671,2,201398,292320,MEHBOOB ALI,SP,NAUSHAD ALIAmroha,Naushad AliAMROHA,Naushad Ali,AMROHA,BSP,1,Graduate Professional,10889576,NA,,
