DIST_NAME,AC_NAME,AC_TYPE,Name,Gender,Caste,Age,Party,Votes,POSITION,Polled,Electors,MLA.12,Party.12,,Match,cand,const,party,Criminal Case ,Education ,Total Assets,ser,ABBAS AHAMADMariyahu,Abbas AhmadMARIYAHU
Kushinagar,Fazilnagar,GEN,VINOD,M,GEN,40,BaSaPa,518,16,214539,382962,GANGA,BJP,VINODFazilnagar,VinodFAZILNAGAR,Vinod,FAZILNAGAR,Bhartiya Sarvodaya Party,0,Graduate,318000,NA,,
Gorakhpur,Caimpiyarganj,GEN,VINOD SINGH FAUZI,M,GEN,41,LD,694,11,216712,364225,FATEH BAHADUR,NCP,VINOD SINGH FAUZICaimpiyarganj,VinodCAIMPIYARGANJ,Vinod,CAIMPIYARGANJ,Lok Dal,1,10th Pass,6630000,1,GAYACHARAN DINKARNaraini ,Gayacharan DinkerNARAINI 
Sultanpur,Lambhua,GEN,VINOD SINGH,M,GEN,59,BSP,65724,2,201821,350944,SANTOSH PANDEY,SP,VINOD SINGHLambhua,Vinod SinghLAMBHUA,Vinod Singh,LAMBHUA,BSP,1,Graduate Professional,87511951,1,,
Gautam Buddha Nagar,Jewar,GEN,VINOD KUMAR SHARMA,M,GEN,48,RKMP,906,8,211424,322998,VEDRAM BHATI,BSP,VINOD KUMAR SHARMAJewar,Vinod SharmaJEWAR,Vinod Sharma,JEWAR,Rashtriya Kisan Majdoor Party,0,Graduate,13225500,NA,MOHD. HASSAN ROOMIKanpur Cantt.,Mohd Hasan RoomiKANPUR CANTT.
Ambedkar Nagar,Tanda,GEN,VINOD KUMAR YADOW,M,GEN,56,RLD,940,7,205727,305077,AZIMULHAQUE PAHLWAN,SP,VINOD KUMAR YADOWTanda,Vinod KumarTANDA,Vinod Kumar,TANDA,RLD,1,Graduate,8000000,NA,,
Unnao,Purwa,GEN,VINOD KUMAR PAL,M,GEN,31,RSPS,578,10,244970,390082,UDAY RAJ,SP,VINOD KUMAR PALPurwa,Vinod KumarPURWA,Vinod Kumar,PURWA,Rashtriya Samaj Paksha,0,Post Graduate,420000,NA,SUBAS CHANDRAMachhlishahr S.C.,Subas ChandraMACHHLISHAHR 
Pratapgarh,Pratapgarh,GEN,VINOD KUMAR,M,GEN,41,LD,1429,7,185291,330831,"NAGENDRA SINGH ""MUNNA YADAV""",SP,VINOD KUMARPratapgarh,Vinod KumarPRATAPGARH,Vinod Kumar,PRATAPGARH,Lok Dal,0,Post Graduate,22765694,NA,,
Allahabad,Phulpur,GEN,VINOD KUMAR YADAV,M,GEN,37,PMhP,461,15,224019,380837,SAYEED AHAMAD,SP,VINOD KUMAR YADAVPhulpur,Vinod KumarPHULPUR,Vinod Kumar,PHULPUR,Pichhravarg Mahapanchayat Party,0,Graduate,7951591,NA,SHRI KULDEEP SINGH CHAUHANKalyanpur,Kuldeep Singh ChauhanKALYANPUR
Kanpur Nagar,KIDWAI NAGAR,GEN,VINOD KUMAR,M,SC,33,BMUP,326,7,205134,354693,AJAY KAPOOR,INC,VINOD KUMARKIDWAI NAGAR,Vinod KumarKIDWAI NAGAR,Vinod Kumar,KIDWAI NAGAR,Bahujan Mukti Party,0,12th Pass,668300,NA,,
Hapur,Garhmukteshwar,GEN,VINOD KUMAR,M,SC,31,RAJP,136,16,221779,329503,MADAN CHAUHAN,SP,VINOD KUMARGarhmukteshwar,Vinod KumarGARHMUKTESHWAR,Vinod Kumar,GARHMUKTESHWAR,Rajlok Party,0,12th Pass,285800,NA,,
Barabanki,Kursi,GEN,VINOD KUMAR YADAV,M,GEN,62,CPI,1985,7,262790,374654,FAREED MAHFOOJ KIDWAI,SP,VINOD KUMAR YADAVKursi,Vinod Kumar YadavKURSI,Vinod Kumar Yadav,KURSI,CPI,1,10th Pass,3726229,NA,,
Lucknow,Lucknow Central,GEN,VINOD KUMAR TRIVEDI,M,GEN,46,SP(I),179,14,195036,366952,RAVIDAS MEHROTRA,SP,VINOD KUMAR TRIVEDILucknow Central,Vinod Kumar TrivediLUCKNOW CENTRAL,Vinod Kumar Trivedi,LUCKNOW CENTRAL,Socialist Party (India),0,10th Pass,1701000,NA,,
Azamgarh,Nizamabad,GEN,VINOD KUMAR RAI,M,GEN,54,BJP,43786,3,167478,303975,ALAMBADI,SP,VINOD KUMAR RAINizamabad,Vinod Kumar RaiNIZAMABAD,Vinod Kumar Rai,NIZAMABAD,BJP,1,Post Graduate,15972601,1,,
Allahabad,Phulpur,GEN,VINOD KUMAR PANDEY,M,GEN,57,ABHM,1147,7,224019,380837,SAYEED AHAMAD,SP,VINOD KUMAR PANDEYPhulpur,Vinod Kumar PandeyPHULPUR,Vinod Kumar Pandey,PHULPUR,Akhil Bharat Hindu Mahasabha,0,Graduate Professional,62882,NA,,
Amethi,Tiloi,GEN,VINOD KUMAR MISHRA,M,GEN,59,INC,35837,3,195791,339401,DR. MOHD. MUSLIM,INC,VINOD KUMAR MISHRATiloi,Vinod Kumar MishraTILOI,Vinod Kumar Mishra,TILOI,INC,1,Graduate,26317365,NA,,
Amethi,Gauriganj,GEN,VINOD KUMAR MAURYA,M,GEN,33,BMUP,624,13,201189,335745,RAKESH PRATAP SINGH,SP,VINOD KUMAR MAURYAGauriganj,Vinod Kumar MauryaGAURIGANJ,Vinod Kumar Maurya,GAURIGANJ,Bahujan Mukti Party,0,10th Pass,220340,NA,,
Kanpur Dehat,Bhognipur,GEN,VINOD KUMAR KATIYAR,M,GEN,49,BJP,71466,1,212732,333056,YOGENDRA PAL SINGH,SP,VINOD KUMAR KATIYARBhognipur,Vinod Kumar KatiyarBHOGNIPUR,Vinod Kumar Katiyar,BHOGNIPUR,BJP,0,Post Graduate,145667783,NA,,
Basti,Rudhauli,GEN,VINOD KUMAR CHAUDHARY,M,GEN,45,SSD,693,11,222627,408883,SANJAY PRATAP JAISWAL,INC,VINOD KUMAR CHAUDHARYRudhauli,Vinod Kumar ChaudharyRUDHAULI,Vinod Kumar Chaudhary,RUDHAULI,Shoshit Samaj Dal,0,10th Pass,435000,NA,,
Gonda,Tarabganj,GEN,VINOD KUMAR ALIS PANDIT SINGH,M,GEN,50,SP,61852,2,203279,354551,AWADHESH KUMAR SINGH ALIAS MANJU SINGH,SP,VINOD KUMAR ALIS PANDIT SINGHTarabganj,Vinod Kumar Alis Pandit SinghTARABGANJ,Vinod Kumar Alis Pandit Singh,TARABGANJ,SP,1,12th Pass,20993164,1,,
Varanasi,Varanasi North,GEN,VINOD KUMAR AGRAHARI,M,GEN,35,RBCP,370,12,227796,384603,RAVINDRA JAISWAL,BJP,VINOD KUMAR AGRAHARIVaranasi North,Vinod Kumar AgrahariVARANASI NORTH,Vinod Kumar Agrahari,VARANASI NORTH,Rashtriya Bahujan Congress Party,0,Graduate,2316800,NA,,
Jalaun,Madhaugarh,GEN,VINOD CHATURVEDI,M,GEN,57,INC,46915,3,252667,431297,SANTRAM,BSP,VINOD CHATURVEDIMadhaugarh,Vinod ChaturvediMADHAUGARH,Vinod Chaturvedi,MADHAUGARH,INC,0,Post Graduate,24185322,NA,,
Mathura,Baldev ,SC,VINESH KUMAR,M,SC,40,INC,840,6,231887,347607,POORAN PRAKASH,RLD,VINESH KUMARBaldev ,Vinesh KumarBALDEV ,Vinesh Kumar,BALDEV ,INC,0,Post Graduate,750000,NA,,
Balrampur,Tulsipur,GEN,VINEETA YADAV,F,GEN,40,RLD,1685,9,197498,367415,ABDUL MASHHOOD KHAN,SP,VINEETA YADAVTulsipur,Vineeta YadavTULSIPUR,Vineeta Yadav,TULSIPUR,RLD,0,Post Graduate,5448443,NA,,
Sitapur,Maholi,GEN,VINEET KUMAR,M,GEN,38,RLD,1554,6,241722,351909,ANOOP KUMAR GUPTA,SP,VINEET KUMARMaholi,Vineet KumarMAHOLI,Vineet Kumar,MAHOLI,RLD,2,Post Graduate,4559679,1,,
Deoria,Bhatpar Rani,GEN,VINDYACHAL,M,GEN,52,RPI,561,14,181490,315706,KAMESHWAR,SP,VINDYACHALBhatpar Rani,VindyachalBHATPAR RANI,Vindyachal,BHATPAR RANI,RPI,1,Literate,803200,1,,
Allahabad,Allahabad North,GEN,VINDESWARI PRASAD GUPTA,M,GEN,46,SHS,176,17,173332,413478,ANUGRAH NARAYAN SINGH,INC,VINDESWARI PRASAD GUPTAAllahabad North,Vindeshwari PrasadALLAHABAD NORTH,Vindeshwari Prasad,ALLAHABAD NORTH,SHS,0,Graduate Professional,6384000,NA,ANIL KUMAR SINGHBadlapur,Nilesh ShuklaMUNGRA BADSHAHPUR
Gorakhpur,Chillupar,GEN,VINAY SHANKAR TIWARI,M,GEN,49,BSP,78177,1,220374,431450,RAJESH TRIPATHI,BSP,VINAY SHANKAR TIWARIChillupar,VinayshankarCHILLUPAR,Vinayshankar,CHILLUPAR,BSP,0,Graduate Professional,676656803,NA,HAJI HARIS MAOUZ RAJBEEVaranasi South,Haris Mahaz RazaviVARANASI SOUTH
Mainpuri,Mainpuri,GEN,VINAY,M,GEN,47,JAM,684,6,197137,326542,RAJKUMAR ALIAS RAJU YADAV,SP,VINAYMainpuri,VinayMAINPURI,Vinay,MAINPURI,Jan Adhikar Manch,4,10th Pass,40990798,1,,
Kheri,LAKHIMPUR,GEN,VINAY TIWARI,M,GEN,34,RViP,946,8,255740,393426,UTKARSH VERMA MADHUR,SP,VINAY TIWARILAKHIMPUR,Vinay TiwariLAKHIMPUR,Vinay Tiwari,LAKHIMPUR,Rashtriya Vikalp Party,0,Graduate Professional,137200,NA,,
Kheri,GOLA GOKRANNATH,GEN,VINAY TIWARI,M,GEN,47,SP,67480,2,251040,365767,VINAY TIWARI,SP,VINAY TIWARIGOLA GOKRANNATH,Vinay TiwariGOLA GOKRANNATH,Vinay Tiwari,GOLA GOKRANNATH,SP,1,10th Pass,65788479,1,,
Auraiya,Bidhuna,GEN,VINAY SHAKYA,M,GEN,47,BJP,81905,1,218429,355368,PRAMOD KUMAR,SP,VINAY SHAKYABidhuna,Vinay ShakyaBIDHUNA,Vinay Shakya,BIDHUNA,BJP,0,Post Graduate,70542000,NA,,
Moradabad,Moradabad Nagar,GEN,VINAY PRAKESH,M,GEN,30,NINSHAD,212,13,276825,470792,MOHAMMAD YUSUF ANSARI,SP,VINAY PRAKESHMoradabad Nagar,Vinay PrakeshMORADABAD NAGAR,Vinay Prakesh,MORADABAD NAGAR,Nirbal Indian Shoshit Hamara Aam Dal,0,Graduate,251000,NA,,
Kasganj,Patiyali,GEN,VINAY MISHRA,F,GEN,51,BSCP,799,9,202917,328107,NAJEEVA KHAN ZEENAT,SP,VINAY MISHRAPatiyali,Vinay MishraPATIYALI,Vinay Mishra,PATIYALI,Bhartiya Shakti Chetna Party,0,Graduate,10834294,NA,,
Gonda,Mehnaun,GEN,VINAY KUMAR,M,GEN,42,BJP,84304,1,206978,356065,NANDITA SHUKLA,SP,VINAY KUMARMehnaun,Vinay KumarMEHNAUN,Vinay Kumar,MEHNAUN,BJP,1,Graduate,30091914,1,,
Unnao,Bhagwantnagar,GEN,VINAY KUMARI SINGH,F,GEN,56,RLD,1426,7,234372,409687,KULDEEP SINGH SENGAR,SP,VINAY KUMARI SINGHBhagwantnagar,Vinay Kumari SinghBHAGWANTNAGAR,Vinay Kumari Singh,BHAGWANTNAGAR,RLD,0,Post Graduate,12894464,NA,,
Gorakhpur,Gorakhpur Rural,GEN,BINAY KUMAR PANDEY,M,GEN,45,SABHP,797,9,236018,394353,VIJAY BAHADUR YADAVA,BJP,BINAY KUMAR PANDEYGorakhpur Rural,Vinay Kumar PandeyGORAKHPUR RURAL,Vinay Kumar Pandey,GORAKHPUR RURAL,Sarvodaya Bharat Party,0,Post Graduate,2683996,NA,LALBAHADURChail,Lal BahadurCHAIL
Saharanpur,Saharanpur Nagar,GEN,VINAY DHIMAN,M,GEN,38,OP,255,13,272524,393564,RAGHAV LAKHANPAL,BJP,VINAY DHIMANSaharanpur Nagar,Vinay DhimanSAHARANPUR NAGAR,Vinay Dhiman,SAHARANPUR NAGAR,Ojaswi Party,0,Graduate,591237,NA,,
Amroha,Hasanpur,GEN,VINAY BHAIYA,M,GEN,28,RLrP,372,11,254960,342743,KAMAL AKHTAR,SP,VINAY BHAIYAHasanpur,Vinay AgarwalHASANPUR,Vinay Agarwal,HASANPUR,Rashtriya Lokraj Party,0,12th Pass,3840000,NA,MANOJ KUMARSoraon ,ManojSORAON 
Gorakhpur,Bansgaon,SC,VIMLESH PASWAN,M,SC,36,BJP,71966,1,178826,370785,DR. VIJAY KUMAR,BSP,VIMLESH PASWANBansgaon,Vimlesh PaswanBANSGAON ,Vimlesh Paswan,BANSGAON ,BJP,0,Graduate Professional,21840000,NA,CHANDRAMANI PANDEYHarraiya,ChandramaniHARRAIYA
Varanasi,Varanasi South,GEN,VIMLESH KUMAR SHARMA,M,GEN,36,MADP,196,12,178852,281290,SHYAMDEV ROY CHAUDHARI (DADA),BJP,VIMLESH KUMAR SHARMAVaranasi South,Vimlesh Kumar SharmaVARANASI SOUTH,Vimlesh Kumar Sharma,VARANASI SOUTH,Moulik Adhikar Party,0,12th Pass,1207509,NA,,
Banda,Banda,GEN,VIMAL KRISHAN,M,GEN,57,SARSAMP,1642,6,182409,304204,VIVEK KUMAR SINGH,INC,VIMAL KRISHANBanda,Vimal KrishanBANDA,Vimal Krishan,BANDA,Sarv Sambhaav Party,0,Graduate Professional,393000,NA,,
Budaun,Bilsi,GEN,VIMAL KRISHAN AGARWAL ALIAS PAPPI,M,GEN,57,SP,50848,3,196042,334037,MUSARRAT ALI BITTAN,BSP,VIMAL KRISHAN AGARWAL ALIAS PAPPIBilsi,Vimal Krishan Agarwal Alias PappiBILSI,Vimal Krishan Agarwal Alias Pappi,BILSI,SP,6,12th Pass,85126535,NA,,
Ghaziabad,Ghaziabad,GEN,VIKRAM,M,SC,51,SWAJANPA,913,7,225915,424077,SURESH BANSAL,BSP,VIKRAMGhaziabad,VikramGHAZIABAD,Vikram,GHAZIABAD,Swatantra Jantaraj Party,0,12th Pass,481000,NA,,
Allahabad,Phaphamau,GEN,VIKRAMAJEET MAURYA,M,GEN,61,BJP,83239,1,205362,356296,ANSAR AHMAD,SP,VIKRAMAJEET MAURYAPhaphamau,VikramajeetPHAPHAMAU,Vikramajeet,PHAPHAMAU,BJP,0,Graduate Professional,51509909,NA,SHIV BAHADUR SAXENARampur  ,Shiv Bahadur SaxenaRAMPUR
Ghaziabad,Sahibabad,GEN,VIKRAM SINGH,M,GEN,39,SHS,673,9,425873,865641,AMARPAL,BSP,VIKRAM SINGHSahibabad,Vikram SinghSAHIBABAD,Vikram Singh,SAHIBABAD,SHS,0,12th Pass,4506000,NA,,
Gautam Buddha Nagar,Noida,GEN,VIKRAM SINGH,M,GEN,34,BSRD,324,10,254418,523865,MAHESH KUMAR SHARMA,BJP,VIKRAM SINGHNoida,Vikram SinghNOIDA,Vikram Singh,NOIDA,Bharatiya Subhash Sena,0,12th Pass,5810000,NA,,
Muzaffarnagar,Khatauli,GEN,VIKRAM SINGH,M,GEN,48,BJP,94771,1,213118,298738,KARTAR SINGH BHADANA,RLD,VIKRAM SINGHKhatauli,Vikram SinghKHATAULI,Vikram Singh,KHATAULI,BJP,6,8th Pass,4761493,1,,
Fatehpur,Fatehpur   ,GEN,VIKRAM SINGH,M,GEN,49,BJP,89481,1,195389,332514,SHED QASIM HASAN,SP,VIKRAM SINGHFatehpur   ,Vikram SinghFATEHPUR,Vikram Singh,FATEHPUR,BJP,4,Graduate,29583818,1,JITENDRA PAL SINGH (BILLU)Siwalkhas,Jitendra Pal SinghSIWALKHAS
Kaushambi,Manjhanpur ,SC,VIKRAM SINGH RAJPASI,M,SC,29,BKRP,1414,7,223662,378420,INDRAJEET SAROJ,BSP,VIKRAM SINGH RAJPASIManjhanpur ,Vikram Singh RajpasiMANJHANPUR ,Vikram Singh Rajpasi,MANJHANPUR ,Bharat Kranti Rakshak Party,0,Post Graduate,465000,NA,,
Meerut,Sardhana,GEN,VIKAS VERMA,M,GEN,45,BHATARSP,583,7,239266,333064,SANGEET SINGH SOM,BJP,VIKAS VERMASardhana,Vikas VermaSARDHANA,Vikas Verma,SARDHANA,Bhartiya Tarak Samaj Party,0,8th Pass,1420000,NA,,
Fatehpur,Ayah Shah,GEN,VIKAS GUPTA,M,GEN,40,BJP,81203,1,150949,260518,AYODHYA PRASAD PAL,BSP,VIKAS GUPTAAyah Shah,Vikas GuptaAYAH SHAH,Vikas Gupta,AYAH SHAH,BJP,0,Post Graduate,163585233,NA,,
Moradabad,Moradabad Nagar,GEN,VIJETA GUPTA,F,GEN,32,RMEP,145,16,276825,470792,MOHAMMAD YUSUF ANSARI,SP,VIJETA GUPTAMoradabad Nagar,Vijeta GuptaMORADABAD NAGAR,Vijeta Gupta,MORADABAD NAGAR,Rashtriya Mazdoor Ekta Party,0,Literate,395500,NA,,
Bulandsahar,Khurja ,SC,VIJENDRA SINGH,M,SC,40,BJP,119493,1,236999,361762,BANSHI SINGH PAHADIYA,INC,VIJENDRA SINGHKhurja ,Vijendra SinghKHURJA ,Vijendra Singh,KHURJA ,BJP,0,Literate,55066161,NA,,
Firozabad,Jasrana,GEN,VIJENDRA SINGH,M,GEN,39,BSRD,389,10,230402,340477,RAMVEER  SINGH,SP,VIJENDRA SINGHJasrana,Vijendra SinghJASRANA,Vijendra Singh,JASRANA,Bharatiya Subhash Sena,0,8th Pass,3270000,NA,,
Etawah,Etawah,GEN,VIJENDRA SINGH CHAUHAN,M,GEN,37,RJAP,421,17,221223,381680,RAGHURAJ SINGH SHAKYA,SP,VIJENDRA SINGH CHAUHANEtawah,Vijendra Singh ChauhanETAWAH,Vijendra Singh Chauhan,ETAWAH,Rashtriya Janadhikar Party,0,Post Graduate,2921400,NA,,
Kushinagar,Khadda,GEN,VIJENDRA PAL YADAV,M,GEN,34,SP,34982,3,195343,311729,VIJAY KUMAR DUBEY,INC,VIJENDRA PAL YADAVKhadda,Vijendra PalKHADDA,Vijendra Pal,KHADDA,SP,0,Graduate Professional,8292650,NA,PANKAJ JAULIMeerut  ,Pankaj JauliMEERUT
Bareilly,Faridpur,SC,VIJENDRA PAL,M,SC,54,LD,1208,7,190727,307012,DR. SIARAM SAGAR,SP,VIJENDRA PALFaridpur,Vijendra PalFARIDPUR ,Vijendra Pal,FARIDPUR ,Lok Dal,1,12th Pass,3150000,1,JAVED AHMEDKHALILABAD,Javed AhmadKHALILABAD
Pratapgarh,Patti,GEN,VIJAY,M,GEN,32,NINSHAD,3025,4,208823,339194,RAM SINGH,SP,VIJAYPatti,VijayPATTI,Vijay,PATTI,Nirbal Indian Shoshit Hamara Aam Dal,0,12th Pass,710000,NA,,
Kheri,PALIA,GEN,VIJAYPAL,M,GEN,44,RViP,719,14,231833,340784,HARVINDAR KUMAR SAHANI ALIAS ROMI SAHANI,BSP,VIJAYPALPALIA,VijaypalPALIA,Vijaypal,PALIA,Rashtriya Vikalp Party,0,8th Pass,1630000,NA,,
Amroha,Hasanpur,GEN,VIJAYPAL,M,GEN,43,RPI(A),850,9,254960,342743,KAMAL AKHTAR,SP,VIJAYPALHasanpur,VijaypalHASANPUR,Vijaypal,HASANPUR,RPI(A),0,8th Pass,3180000,NA,,
Bijnor,Noorpur,GEN,VIJAYPAL SINGH,M,GEN,67,MD,5338,4,203116,303478,LOKENDRA SINGH,BJP,VIJAYPAL SINGHNoorpur,Vijaypal SinghNOORPUR,Vijaypal Singh,NOORPUR,Mahan Dal,0,Graduate,8679600,NA,,
Hathras,Hathras ,SC,VIJAY,M,SC,26,SWAJANPA,361,11,238597,384610,GENDA LAL CHAUDHARY,BSP,VIJAYHathras ,VijayHATHRAS ,Vijay,HATHRAS ,Swatantra Jantaraj Party,0,8th Pass,74000,NA,,
Kannauj,Tirwa,GEN,VIJAY SINGH,M,GEN,56,BSP,32036,3,215087,347135,VYJAI BAHADUR PAL,SP,VIJAY SINGHTirwa,Vijay SinghTIRWA,Vijay Singh,TIRWA,BSP,0,Post Graduate,30373909,NA,,
Maharajganj,Pharenda,GEN,VIJAY SINGH,M,GEN,51,RLD,2742,4,198963,333601,BAJRANG BAHADUR SINGH,BJP,VIJAY SINGHPharenda,Vijay SinghPHARENDA,Vijay Singh,PHARENDA,RLD,0,Post Graduate,11388000,NA,,
Rampur,Milak ,SC,VIJAY SINGH,M,SC,57,SP,73194,2,216524,338757,VIJAY SINGH,SP,VIJAY SINGHMilak ,Vijay SinghMILAK ,Vijay Singh,MILAK ,SP,1,Others,12483687,1,,
Farrukhabad,Farrukhabad,GEN,VIJAY SINGH,M,GEN,61,SP,36012,3,208039,355345,VIJAY SINGH S/O PREM SINGH,IND,VIJAY SINGHFarrukhabad,Vijay SinghFARRUKHABAD,Vijay Singh,FARRUKHABAD,SP,2,8th Pass,58865408,1,,
Sonbhadra,Duddhi ,ST,VIJAY SINGH GOND,M,ST,61,BSP,63314,2,196609,308054,RUBI PRASAD,IND,VIJAY SINGH GONDDuddhi ,Vijay SinghDUDDHI ,Vijay Singh,DUDDHI ,BSP,1,Graduate,18212097,1,JAI NARAYAN MAURYABadlapur,Jai NarayanBADLAPUR
Moradabad,Bilari,GEN,VIJAY SINGH,M,GEN,35,BMF,218,25,229708,343939,MHD.IRFAN,SP,VIJAY SINGHBilari,Vijay SinghBILARI,Vijay Singh,BILARI,Bharatiya Momin Front,0,Literate,2018000,NA,,
Sambhal,Bilari,GEN,VIJAY SINGH,M,GEN,35,BMF,218,26,229708,343939,MHD.IRFAN,SP,VIJAY SINGHBilari,Vijay SinghBILARI,Vijay Singh,BILARI,Bharatiya Momin Front,0,Literate,2018000,NA,,
Etawah,Bharthana ,SC,VIJAY SINGH,M,SC,30,VP,522,9,230188,390089,SUKH DEVI VERMA,SP,VIJAY SINGHBharthana ,Vijay SinghBHARTHANA ,Vijay Singh,BHARTHANA ,Vikas Party,0,5th Pass,101000,NA,,
Sant Ravidas Nagar,Aurai ,SC,VIJAY SINGH PAL,M,SC,27,RSPS,554,10,206064,349041,MADHUBALA,SP,VIJAY SINGH PALAurai ,Vijay Singh PalAURAI ,Vijay Singh Pal,AURAI ,Rashtriya Samaj Paksha,0,12th Pass,390500,NA,,
Agra,Etmadpur,GEN,VIJAY SINGH BAGHEL,M,GEN,62,RSOSP,290,14,284227,417210,DR. DHARAMPAL SINGH,BSP,VIJAY SINGH BAGHELEtmadpur,Vijay Singh BaghelETMADPUR,Vijay Singh Baghel,ETMADPUR,Rashtriya Shoshit Samaj Party,0,12th Pass,66810929,NA,,
Kushinagar,Khadda,GEN,VIJAY PRATAP KUSHWAHA,M,GEN,38,BSP,44040,2,195343,311729,VIJAY KUMAR DUBEY,INC,VIJAY PRATAP KUSHWAHAKhadda,Vijay PratapKHADDA,Vijay Pratap,KHADDA,BSP,1,Graduate Professional,6718862,1,PAHLAWANMadhuban,PahalwanMADHUBAN
Deoria,Deoria,GEN,VIJAY PRATAP YADAV,M,GEN,40,PECP,12696,4,183308,324208,JANMEJAI SINGH,BJP,VIJAY PRATAP YADAVDeoria,Vijay Pratap YadavDEORIA,Vijay Pratap Yadav,DEORIA,Peace Party,0,Graduate,24349352,NA,,
Varanasi,Sevapuri,GEN,VIJAY PRATAP BHARATI,M,GEN,30,BMUP,457,15,206534,318423,SURENDRA SINGH PATEL,SP,VIJAY PRATAP BHARATISevapuri,Vijay Pratap BhartiSEVAPURI,Vijay Pratap Bharti,SEVAPURI,Bahujan Mukti Party,0,Post Graduate,26500,NA,VIVEK  YADAVMalhani,Vivek YadavMALHANI
Hapur,Hapur ,SC,VIJAY PAL (AADHTI),M,SC,41,BJP,84532,1,222673,345001,GAJRAJ SINGH,INC,VIJAY PAL (AADHTI)Hapur ,Vijay PalHAPUR,Vijay Pal,HAPUR,BJP,0,10th Pass,10676358,NA,MALKHAN SINGH JATAVEtmadpur,Malkhan SinghETMADPUR
Bareilly,Faridpur,SC,VIJAY PAL SINGH,M,SC,52,BSP,37680,3,190727,307012,DR. SIARAM SAGAR,SP,VIJAY PAL SINGHFaridpur,Vijay Pal SinghFARIDPUR ,Vijay Pal Singh,FARIDPUR ,BSP,0,Graduate,144815268,NA,JAIMANGALMaharajganj ,Jai MangalMAHARAJGANJ 
Siddharthnagar,Shohratgarh,GEN,VIJAY LAXMI CHAUDHARY,F,GEN,29,BJBCD,904,16,186742,342644,LALMUNNI  SINGH,SP,VIJAY LAXMI CHAUDHARYShohratgarh,Vijay LaxmiSHOHRATGARH,Vijay Laxmi,SHOHRATGARH,Bharatiya Jan Berojgar Chhatra Dal,0,Post Graduate,416000,NA,,
Farrukhabad,Bhojpur,GEN,VIJAY LAXMI,F,GEN,36,BMUP,135,21,187726,307153,JAMALUDDIN SIDDIQUI,SP,VIJAY LAXMIBhojpur,Vijay LaxmiBHOJPUR,Vijay Laxmi,BHOJPUR,Bahujan Mukti Party,0,Literate,2700000,NA,,
Kanpur Dehat,Akbarpur - Raniya,GEN,VIJAY LAXMI,F,GEN,56,LD,2313,4,203275,308135,RAMSWAROOP SINGH,SP,VIJAY LAXMIAkbarpur - Raniya,Vijay LaxmiAKBARPUR-RANIYA,Vijay Laxmi,AKBARPUR-RANIYA,Lok Dal,0,10th Pass,7893000,NA,AMEETA SINHAmethi,Ameeta SinghAMETHI
Deoria,Salempur,SC,VIJAY LAXMI GAUTAM,F,SC,54,SP,50521,2,162464,309089,MANBODH,SP,VIJAY LAXMI GAUTAMSalempur,Vijay Laxmi GautamSALEMPUR,Vijay Laxmi Gautam,SALEMPUR,SP,0,Post Graduate,14800000,NA,,
Rae Bareli,Unchahar,GEN,VIJAY KUMAR,M,GEN,30,MwSP,547,13,207111,325371,MANOJ KUMAR PANDEY,SP,VIJAY KUMARUnchahar,Vijay KumarUNCHAHAR,Vijay Kumar,UNCHAHAR,Manavtawadi Samaj Party,0,Graduate,214500,NA,,
Kushinagar,Ramkola,SC,VIJAY KUMAR,M,SC,41,BSP,28471,3,197345,346086,PURNMASI DEHATI,SP,VIJAY KUMARRamkola,Vijay KumarRAMKOLA,Vijay Kumar,RAMKOLA,BSP,0,Post Graduate,7600000,NA,,
Sant Kabir Nagar,KHALILABAD,GEN,VIJAY KUMAR SHUKLA ADVOCATE,M,GEN,43,CPI,2590,6,224011,427321,DR. MOH. AYUB,PECP,VIJAY KUMAR SHUKLA ADVOCATEKHALILABAD,Vijay KumarKHALILABAD,Vijay Kumar,KHALILABAD,CPI,0,Graduate Professional,7775560,NA,PAWAN KUMARBabaganj,Pawan KumarBABAGANJ 
Siddharthnagar,Kapilvastu ,SC,VIJAY KUMAR,M,SC,41,SP,75928,2,235172,430611,VIJAY KUMAR,SP,VIJAY KUMARKapilvastu ,Vijay KumarKAPILVASTU ,Vijay Kumar,KAPILVASTU ,SP,0,8th Pass,41331099,NA,,
Sant Ravidas Nagar,Gyanpur,GEN,VIJAY MISHRA,M,GEN,63,NINSHAD,66448,1,208956,368117,VIJAY KUMAR,SP,VIJAY MISHRAGyanpur,Vijay KumarGYANPUR,Vijay Kumar,GYANPUR,Nirbal Indian Shoshit Hamara Aam Dal,16,12th Pass,80519726,1,MAHENDRA SINGH  PATELRohaniya,Mahendra Singh PatelROHANIYA
Bareilly,Bareilly Cantt.,GEN,VIJAY KUMAR,M,SC,33,SHS,332,10,183503,342921,RAJESH AGARWAL,BJP,VIJAY KUMARBareilly Cantt.,Vijay KumarBAREILLY CANTT.,Vijay Kumar,BAREILLY CANTT.,SHS,0,10th Pass,125000,NA,,
Muzaffarnagar,Charthawal,GEN,VIJAY KUMAR KASHYAP,M,GEN,50,BJP,82046,1,206982,314338,NOOR SALEEM RANA,BSP,VIJAY KUMAR KASHYAPCharthawal,Vijay Kumar KashyapCHARTHAWAL,Vijay Kumar Kashyap,CHARTHAWAL,BJP,0,Post Graduate,6690080,NA,,
